ts_code,source_ok,source_error,resale_clause,redeem_clause,put_trigger_ratio,put_window_days,put_eligible_years,redeem_trigger_ratio,redeem_window_days,redeem_required_days,redeem_balance_threshold_wan,maturity_redemption_price
128045.SZ,True,,"(1)有条件回售条款在本次发行的可转换公司债券最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生送红股、转增股本、增发新股(不包括因本次发行的可转换公司债券转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续三十个交易日”须从转股价格调整之后的第一个交易日起重新计算。本次发行的可转换公司债券最后两个计息年度,可转换公司债券持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转换公司债券持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不能再行使回售权,可转换公司债券持有人不能多次行使部分回售权。(2)附加回售条款若公司本次发行的可转换公司债券募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,且该变化被中国证监会认定为改变募集资金用途的,可转换公司债券持有人享有一次回售的权利。可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加上当期应计利息的价格回售给公司。持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,该次附加回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款在本次发行的可转换公司债券期满后五个交易日内,公司将以本次可转债票面面值的105%(含最后一期利息)的价格向投资者赎回全部未转股的可转换公司债券。(2)有条件赎回条款转股期内,当下述两种情形的任意一种出现时,公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券:1)在转股期内,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%);2)当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t/365,其中:IA:指当期应计利息;B:指本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额;i:指可转换公司债券当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价计算,调整后的交易日按调整后的转股价格和收盘价计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,105.0
128046.SZ,True,,"(1)有条件回售条款本次发行的可转换公司债券最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价低于当期转股价格的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加上当期应计利息的价格回售给公司。若在前述三十个交易日内发生过转股价格因发生送股票股利、转增股本、增发新股(不包括因本次发行的可转换公司债券转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价计算,在调整后的交易日按调整后的转股价格和收盘价计算。如果出现转股价格向下修正的情况,则上述三十个交易日须从转股价格调整之后的第一个交易日起重新计算。本次发行的可转换公司债券最后两个计息年度,可转换公司债券持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转换公司债券持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不应再行使回售权,可转换公司债券持有人不能多次行使部分回售权。(2)附加回售条款若本次发行可转换公司债券募集资金运用的实施情况与公司在募集说明书中的承诺相比出现重大变化,且该变化被中国证监会认定为改变募集资金用途的,可转换公司债券持有人享有一次以面值加上当期应计利息的价格向公司回售其持有的全部或部分可转换公司债券的权利。在上述情形下,可转换公司债券持有人可以在回售申报期内进行回售,在回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款在本次发行的可转债期满后五个交易日内,公司将以本次可转债票面面值的108%(含最后一期利息)的价格向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转换公司债券转股期内,如果公司A股股票连续三十个交易日中至少有二十个交易日的收盘价不低于当期转股价格的130%(含130%),或本次发行的可转换公司债券未转股余额不足人民币3,000万元时,公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转换公司债券持有人持有的将被赎回的可转换公司债券票面总金额;i:指可转换公司债券当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在转股价格调整日前的交易日按调整前的转股价格和收盘价计算,在转股价格调整日及之后的交易日按调整后的转股价格和收盘价计算。",0.7,30.0,2.0,1.3,30.0,20.0,,108.0
128047.SZ,True,,"(1)有条件回售条款本次发行的可转换公司债券的最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生派送股票股利、转增股本、增发新股(不包括因本次发行的可转换公司债券转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续三十个交易日”须从转股价格调整之后的第一个交易日起重新计算。本次发行的可转换公司债券的最后两个计息年度,可转换公司债券持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转换公司债券持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不应再行使回售权,可转换公司债券持有人不能多次行使部分回售权。(2)附加回售条款在本次发行的可转换公司债券存续期内,若公司本次发行的可转换公司债券募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,且该变化被中国证监会认定为改变募集资金用途的,可转换公司债券持有人享有一次回售的权利。可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加上当期应计利息价格回售给公司。持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,该次附加回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款在本次发行的可转债期满后五个交易日内,发行人将按本次可转债票面面值的105%(含最后一期利息)的价格向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转换公司债券转股期内,当下述两种情形的任意一种出现时,公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券:A.在本次发行的可转换公司债券转股期内,如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%);B.当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额;i:指可转换公司债券当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,105.0
128048.SZ,True,,"若本次发行可转债募集资金运用的实施情况与发行人在募集说明书中的承诺相比出现变化,该变化被中国证监会认定为改变募集资金用途的,可转债持有人享有一次以面值加上当期应计利息的价格向发行人回售本次发行的可转债的权利。在上述情形下,可转债持有人可以在发行人公告后的回售申报期内进行回售,该次回售申报期内不实施回售的,自动丧失该回售权。除此之外,可转债不可由持有人主动回售。","(1)到期赎回条款在本次发行的可转债期满后五个交易日内,发行人将以本次可转债票面面值的109%(含最后一期年度利息)的价格向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行可转债的转股期内,如果张家港行A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%),经相关监管部门批准(如需),发行人有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债。若在上述交易日内发生过因除权、除息等引起转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。此外,当本次发行的可转债未转股的票面总金额不足人民币3,000万元时,发行人有权按面值加当期应计利息的价格赎回全部未转股的可转债。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转债持有人持有的将赎回的可转债票面总金额;i:指可转债当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。",,,,1.3,30.0,15.0,,109.0
128049.SZ,True,,"本次发行的可转换公司债券最后两个计息年度,如果公司A股股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生派送红股、转增股本、增发新股(不包括因本次发行的可转换公司债券转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述三十个交易日须从转股价格调整之后的第一个交易日起重新计算。本次发行的可转换公司债券最后两个计息年度,可转换公司债券持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转换公司债券持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不应再行使回售权,可转换公司债券持有人不能多次行使部分回售权。(2)附加回售条款若本次发行的可转换公司债券募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,可转换公司债券持有人享有一次回售的权利。可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加当期应计利息的价格回售给公司。可转换公司债券持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,本次附加回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款在本次发行的可转换公司债券期满后五个交易日内,公司将以本次可转债票面面值的110%(含最后一期利息)的价格向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转换公司债券转股期内,当下述两种情形的任意一种出现时,公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券:①在本次发行的可转换公司债券转股期内,如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%)。②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t÷365其中:IA为当期应计利息;B为本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额;i为可转换公司债券当年票面利率;t为计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,110.0
128050.SZ,True,,"(1)有条件回售条款本次发行可转债的最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%,可转债持有人有权将其持有的可转债全部或部分按债券面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生送红股、转增股本、增发新股(不包括因本次发行的可转债转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续三十个交易日”须从转股价格调整之后的第一个交易日起重新计算。本次发行可转债的最后两个计息年度,可转债持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转债持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不应再行使回售权,可转债持有人不能多次行使部分回售权。(2)附加回售条款在本次发行可转债存续期内,若公司本次发行的可转债募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,且该变化根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,本次可转债持有人享有一次回售的权利。可转债持有人有权将其持有的全部或部分可转债按照债券面值加上当期应计利息的价格回售给公司。可转债持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,本次附加回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款在本次可转债期满后五个交易日内,公司将以本次可转债票面面值的118%(含最后一期利息)的价格向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转债转股期内,当下述两种情形的任意一种出现时,公司有权决定按照以本次发行的可转债的面值加当期应计利息的价格赎回全部或部分未转股的可转债:①在本次发行的可转债转股期内,如果公司股票在连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%);②当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转债持有人持有的将赎回的可转债票面总金额;i:指可转债当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,118.0
128051.SZ,True,,"1、有条件回售条款在本次发行的可转换公司债券最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加当期应计利息的价格回售给公司。若在上述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价计算,调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续三十个交易日”须从转股价格调整之后的第一个交易日起重新计算。在本次发行的可转换公司债券最后两个计息年度,可转换公司债券持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转换公司债券持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不能再行使回售权。可转换公司债券持有人不能多次行使部分回售权。2、附加回售若公司本次发行的可转换公司债券募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,可转换公司债券持有人享有一次回售的权利。可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加当期应计利息的价格回售给公司。可转换公司债券持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,该次附加回售申报期内不实施回售的,自动丧失该附加回售权。","1、到期赎回条款在本次发行的可转债期满后五个交易日内,发行人将以本次发行的可转债的票面面值的110%(含最后一期年度利息)的价格向投资者兑付全部未转股的可转债。2、有条件赎回条款转股期内,当下述两种情形的任意一种出现时,公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券:(1)在转股期内,如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%);(2)当本次发行的可转换公司债券未转股余额不足3,000万元(含)时。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额;i:指可转换公司债券当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价计算,调整后的交易日按调整后的转股价格和收盘价计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,110.0
128052.SZ,True,,"1)有条件回售条款在本次发行的可转债最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价低于当期转股价的70%时,可转债持有人有权将其持有的全部或部分可转债按面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生派送股票股利、转增股本、增发新股(不包括因本次发行的可转债转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续三十个交易日”须从转股价格调整之后的第一个交易日起重新计算。最后两个计息年度,可转债持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转债持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不能再行使回售权,可转债持有人不能多次行使部分回售权。2)附加回售条款若公司本次发行的可转债募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,且该变化被中国证监会认定为改变募集资金用途的,可转债持有人享有一次回售的权利。可转债持有人有权将其持有的可转债全部或部分按债券面值加上当期应计利息价格回售给公司。持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,该次附加回售申报期内不实施回售的,不应再行使附加回售权。","1)到期赎回条款在本次发行的可转债期满后五个交易日内,公司将以本次可转债票面面值上浮10%(含最后一期利息)的价格向投资者赎回全部未转股的可转债。2)有条件赎回条款转股期内,当下述两种情形的任意一种出现时,公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债:①在转股期内,如果公司股票在连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%);②当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转债持有人持有的可转债票面总金额;i:指可转债当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价计算,调整后的交易日按调整后的转股价格和收盘价计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,110.0
128053.SZ,True,,"1、有条件回售条款在本次发行的可转换公司债券最后两个计息年度,如果公司股票在任何连续30个交易日的收盘价格低于当期转股价的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按面值加上当期应计利息的价格回售给公司。若在上述30个交易日内发生过转股价格因发生送红股、转增股本、增发新股(不包括因本次发行的可转换公司债券转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续30个交易日”须从转股价格调整之后的第一个交易日起重新计算。在本次发行的可转债的最后两个计息年度,可转债持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转债持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不能再行使回售权,可转债持有人不能多次行使部分回售权。2、附加回售条款若公司本次发行的可转换公司债券募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,可转债持有人享有一次回售的权利。可转债持有人有权将其持有的可转债全部或部分按债券面值加上当期应计利息价格回售给公司。可转债持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,该次附加回售申报期内不实施回售的,自动丧失该回售权,不能再行使附加回售权。","1、到期赎回条款在本次发行的可转债期满后5个交易日内,发行人将以本次发行的可转债的票面面值的110%(含最后一期年度利息)的价格向投资者兑付全部未转股的可转债。2、有条件赎回条款在本次发行的可转债的转股期内,当下述两种情形的任意一种出现时,公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债:(1)在转股期内,如果公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%(含130%);(2)当本次发行的可转债未转股余额不足3,000万元(含)时。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转换公司债券持有人持有的可转债票面总金额;i:指可转换公司债券当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述30个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。本次发行的可转换公司债券的赎回期与转股期相同,即发行结束之日满六个月后的第一个交易日起至本次可转债到期日止。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,110.0
128054.SZ,True,,"(1)有条件回售条款本次发行可转债的最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%,可转债持有人有权将其持有的可转债全部或部分按债券面值加上当期应计利息的价格回售给公司。本次发行可转债的最后两个计息年度,可转债持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转债持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不应再行使回售权,可转债持有人不能多次行使部分回售权。(2)附加回售条款在本次发行可转债存续期内,若公司本次发行的可转债募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,且该变化根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,本次可转债持有人享有一次回售的权利。可转债持有人有权将其持有的全部或部分可转债按照债券面值加上当期应计利息的价格回售给公司。可转债持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,本次附加回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款本次发行的可转债存续期满后五个交易日内,公司将以本次可转债票面面值的110%(含最后一期利息)向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转债转股期内,当下述两种情形的任意一种出现时,公司有权决定按照以本次发行的可转债的面值加当期应计利息的价格赎回全部或部分未转股的可转债:①在本次发行的可转债转股期内,如果公司股票在连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%);②当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B*i*t/365IA:指当期应计利息;B:指本次发行的可转债持有人持有的将赎回的可转债票面总金额;i:指可转债当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,110.0
128055.SZ,True,,"(1)有条件回售条款本次发行可转债的最后两个计息年度,如果公司股票在任何连续三十个交易日的收盘价格低于当期转股价格的70%,可转债持有人有权将其持有的可转债全部或部分按债券面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生送红股、转增股本、增发新股(不包括因本次发行的可转债转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续三十个交易日”须从转股价格调整之后的第一个交易日起重新计算。本次发行可转债的最后两个计息年度,可转债持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转债持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不应再行使回售权,可转债持有人不能多次行使部分回售权。(2)附加回售条款在本次发行可转债存续期内,若公司本次发行的可转债募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,且该变化根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,本次可转债持有人享有一次回售的权利。可转债持有人有权将其持有的全部或部分可转债按照债券面值加上当期应计利息的价格回售给公司。可转债持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,本次附加回售申报期内不实施回售的,不应再行使附加回售权。","(1)到期赎回条款在本次可转债期满后五个交易日内,公司将以本次可转债票面面值的110%(含最后一期利息)的价格向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转债转股期内,当下述两种情形的任意一种出现时,公司有权决定按照以本次发行的可转债的面值加当期应计利息的价格赎回全部或部分未转股的可转债:①在本次发行的可转债转股期内,如果公司股票在连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%(含130%);②当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t/365IA:指当期应计利息;B:指本次发行的可转债持有人持有的将赎回的可转债票面总金额;i:指可转债当年票面利率;t:指计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述三十个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,110.0
128056.SZ,True,,"(1)有条件回售条款在本次发行的可转换公司债券最后两个计息年度,如果公司股票在任何连续30个交易日的收盘价格低于当期转股价的70%时,可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按面值加上当期应计利息的价格回售给公司。若在上述交易日内发生过转股价格因发生送红股、转增股本、增发新股(不包括因本次发行的可转换公司债券转股而增加的股本)、配股以及派发现金股利等情况而调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,在调整后的交易日按调整后的转股价格和收盘价格计算。如果出现转股价格向下修正的情况,则上述“连续30个交易日”须从转股价格调整之后的第一个交易日起重新计算。最后两个计息年度可转换公司债券持有人在每年回售条件首次满足后可按上述约定条件行使回售权一次,若在首次满足回售条件而可转换公司债券持有人未在公司届时公告的回售申报期内申报并实施回售的,该计息年度不能再行使回售权,可转换公司债券持有人不能多次行使部分回售权。(2)附加回售条款若公司本次发行的可转换公司债券募集资金投资项目的实施情况与公司在募集说明书中的承诺情况相比出现重大变化,根据中国证监会的相关规定被视作改变募集资金用途或被中国证监会认定为改变募集资金用途的,可转换公司债券持有人享有一次回售的权利。可转换公司债券持有人有权将其持有的可转换公司债券全部或部分按债券面值加上当期应计利息价格回售给公司。持有人在附加回售条件满足后,可以在公司公告后的附加回售申报期内进行回售,该次附加回售申报期内不实施回售的,不能再行使附加回售权。","(1)到期赎回条款在本次发行的可转换公司债券期满后5个交易日内,公司将以本次可转债票面面值的115%(含最后一期利息)向投资者赎回全部未转股的可转债。(2)有条件赎回条款在本次发行的可转换公司债券转股期内,当下述两种情形的任意一种出现时,公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券:①在本次发行的可转换公司债券转股期内,如果公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%(含130%);②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为:IA=B×i×t÷365其中:IA为当期应计利息;B为本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额;i为可转换公司债券当年票面利率;t为计息天数,即从上一个付息日起至本计息年度赎回日止的实际日历天数(算头不算尾)。若在前述30个交易日内发生过转股价格调整的情形,则在调整前的交易日按调整前的转股价格和收盘价格计算,调整后的交易日按调整后的转股价格和收盘价格计算。",0.7,30.0,2.0,1.3,30.0,15.0,3000.0,115.0
