,110073.SH,110074.SH,110075.SH,110076.SH,110077.SH,110081.SH,110084.SH,110085.SH,110086.SH,110087.SH,110090.SH,110092.SH,110093.SH,110095.SH,110097.SH,110098.SH,110099.SH,110100.SH,111000.SH,111001.SH,111002.SH,111003.SH,111004.SH,111005.SH,111009.SH,111010.SH,111012.SH,111013.SH,111014.SH,111015.SH,111017.SH,111018.SH,111020.SH,111021.SH,111022.SH,111023.SH,111024.SH,113037.SH,113039.SH,113042.SH,113043.SH,113046.SH,113048.SH,113049.SH,113051.SH,113052.SH,113053.SH,113054.SH,113056.SH,113058.SH,113059.SH,113062.SH,113066.SH,113067.SH,113070.SH,113584.SH,113588.SH,113589.SH,113597.SH,113605.SH,113610.SH,113615.SH,113616.SH,113624.SH,113625.SH,113627.SH,113631.SH,113632.SH,113633.SH,113634.SH,113636.SH,113638.SH,113640.SH,113643.SH,113644.SH,113646.SH,113647.SH,113648.SH,113649.SH,113650.SH,113652.SH,113654.SH,113655.SH,113656.SH,113658.SH,113659.SH,113660.SH,113661.SH,113665.SH,113666.SH,113667.SH,113670.SH,113671.SH,113673.SH,113674.SH,113677.SH,113678.SH,113679.SH,113680.SH,113681.SH,113682.SH,113686.SH,113688.SH,113691.SH,113692.SH,113693.SH,113694.SH,113695.SH,113696.SH,113697.SH,113698.SH,113699.SH,113700.SH,113701.SH,113702.SH,118003.SH,118004.SH,118005.SH,118007.SH,118010.SH,118011.SH,118012.SH,118013.SH,118015.SH,118016.SH,118018.SH,118020.SH,118022.SH,118024.SH,118025.SH,118027.SH,118030.SH,118031.SH,118032.SH,118033.SH,118034.SH,118035.SH,118036.SH,118037.SH,118039.SH,118040.SH,118041.SH,118042.SH,118044.SH,118050.SH,118051.SH,118052.SH,118053.SH,118056.SH,118057.SH,118058.SH,118059.SH,118060.SH,118061.SH,118062.SH,118063.SH,118064.SH,118065.SH,118066.SH,118067.SH,123054.SZ,123059.SZ,123061.SZ,123064.SZ,123065.SZ,123071.SZ,123072.SZ,123076.SZ,123080.SZ,123085.SZ,123088.SZ,123090.SZ,123091.SZ,123092.SZ,123104.SZ,123107.SZ,123109.SZ,123112.SZ,123113.SZ,123114.SZ,123117.SZ,123118.SZ,123119.SZ,123121.SZ,123122.SZ,123124.SZ,123126.SZ,123129.SZ,123131.SZ,123133.SZ,123138.SZ,123142.SZ,123144.SZ,123149.SZ,123150.SZ,123151.SZ,123154.SZ,123155.SZ,123157.SZ,123158.SZ,123160.SZ,123165.SZ,123168.SZ,123171.SZ,123172.SZ,123173.SZ,123175.SZ,123176.SZ,123178.SZ,123179.SZ,123180.SZ,123183.SZ,123187.SZ,123188.SZ,123189.SZ,123192.SZ,123193.SZ,123194.SZ,123195.SZ,123196.SZ,123198.SZ,123199.SZ,123207.SZ,123209.SZ,123211.SZ,123213.SZ,123214.SZ,123215.SZ,123216.SZ,123220.SZ,123222.SZ,123223.SZ,123224.SZ,123225.SZ,123229.SZ,123235.SZ,123236.SZ,123237.SZ,123241.SZ,123243.SZ,123245.SZ,123247.SZ,123250.SZ,123251.SZ,123252.SZ,123253.SZ,123255.SZ,123256.SZ,123257.SZ,123258.SZ,123259.SZ,123260.SZ,123261.SZ,123262.SZ,123263.SZ,123264.SZ,123265.SZ,123266.SZ,123267.SZ,123268.SZ,123269.SZ,127017.SZ,127018.SZ,127024.SZ,127025.SZ,127026.SZ,127027.SZ,127030.SZ,127031.SZ,127033.SZ,127034.SZ,127037.SZ,127038.SZ,127040.SZ,127041.SZ,127044.SZ,127045.SZ,127046.SZ,127047.SZ,127049.SZ,127050.SZ,127053.SZ,127054.SZ,127055.SZ,127056.SZ,127059.SZ,127060.SZ,127061.SZ,127062.SZ,127064.SZ,127066.SZ,127067.SZ,127068.SZ,127069.SZ,127070.SZ,127072.SZ,127078.SZ,127079.SZ,127080.SZ,127082.SZ,127083.SZ,127084.SZ,127085.SZ,127088.SZ,127089.SZ,127090.SZ,127092.SZ,127093.SZ,127095.SZ,127096.SZ,127098.SZ,127099.SZ,127102.SZ,127103.SZ,127104.SZ,127105.SZ,127108.SZ,127109.SZ,127110.SZ,127111.SZ,127112.SZ,127113.SZ,128044.SZ,128108.SZ,128119.SZ,128121.SZ,128124.SZ,128125.SZ,128127.SZ,128128.SZ,128129.SZ,128134.SZ,128135.SZ,128136.SZ,128137.SZ,128138.SZ,128141.SZ,128142.SZ,132024.SH,132026.SH
2022-09-30,104.305,137.993,134.895,110.172,129.132,109.504,121.551,127.894,117.106,117.426,100.0,,,,,,,,129.48,113.835,119.56,135.531,122.951,115.544,,,,,,,,,,,,,,104.089,129.491,106.649,106.0,110.34,117.124,117.154,135.745,106.588,123.417,107.154,99.638,113.47,127.604,100.0,,,,104.399,112.657,98.178,116.585,110.089,110.808,181.109,113.775,108.329,114.023,107.389,115.618,120.081,109.659,138.677,123.902,113.984,116.448,114.063,110.875,175.276,121.224,128.693,124.062,115.062,122.519,123.217,132.15,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.059,109.567,121.436,117.491,112.453,116.067,124.763,121.868,116.202,114.224,112.162,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.49,115.229,118.49,110.76,114.837,149.0,123.79,105.7,129.6,161.266,118.547,119.622,121.55,269.5,112.36,131.2,111.879,127.089,107.799,144.072,112.8,117.898,122.257,164.0,114.7,109.81,111.3,109.78,116.0,134.195,116.795,120.37,123.0,123.1,123.02,113.723,116.326,112.201,112.23,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.399,114.645,105.47,108.999,113.768,130.8,152.0,117.776,106.388,104.62,147.54,166.625,119.035,109.685,108.615,129.883,114.02,99.85,118.2,126.205,115.819,113.166,112.42,112.742,126.5,119.73,112.01,113.873,152.001,115.19,112.01,116.5,126.5,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,108.501,100.388,119.65,131.659,104.35,108.37,106.12,137.5,102.655,126.709,120.599,111.189,121.985,118.089,131.601,110.2,,
2022-10-14,105.784,150.702,134.89,113.576,131.386,110.621,125.989,133.682,120.744,118.514,100.0,,,,,,,,139.192,116.654,127.489,137.777,131.659,119.526,,,,,,,,,,,,,,103.903,138.637,106.914,106.832,111.982,121.845,119.171,144.493,106.245,129.484,109.389,99.552,113.92,128.004,100.0,,,,104.852,120.287,98.625,119.718,112.825,113.437,183.662,116.282,109.812,115.337,107.56,117.815,121.409,111.349,146.138,123.037,117.075,120.369,115.345,112.702,183.369,130.343,137.6,132.73,117.314,126.088,129.189,133.268,116.952,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.635,113.23,121.372,127.413,117.07,119.183,131.427,126.943,118.992,118.43,117.221,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5,118.391,121.691,115.711,118.801,168.2,128.44,107.8,136.939,181.229,124.863,129.302,125.944,282.199,115.8,135.295,117.02,132.307,109.18,152.645,114.11,121.354,128.221,178.799,116.453,111.4,113.6,113.9,120.38,140.988,122.9,122.63,128.044,128.12,130.22,119.204,120.3,119.18,119.59,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.83,115.139,107.38,111.0,116.585,130.85,153.8,120.7,109.749,106.612,158.368,185.801,123.33,111.452,110.996,133.94,116.39,101.278,122.23,127.3,118.846,116.025,114.5,113.92,134.85,126.56,113.3,118.325,169.01,119.5,113.407,121.83,124.88,116.32,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.38,101.67,120.033,136.441,104.098,109.988,107.893,141.478,102.751,127.0,122.493,112.54,125.95,118.777,138.35,112.11,,
2022-10-21,105.017,142.33,134.648,113.361,130.273,109.78,123.035,129.373,119.627,117.655,100.0,,,,,,,,145.534,115.223,130.095,131.787,129.93,118.251,,,,,,,,,,,,,,103.695,134.454,107.25,106.036,110.915,118.6,118.343,140.347,105.283,123.42,108.305,99.726,114.829,126.351,117.485,,,,104.906,119.781,98.64,119.796,113.841,113.413,177.07,115.441,110.04,113.608,107.748,116.001,120.508,109.995,143.696,121.066,114.87,120.118,114.396,113.275,192.176,130.756,127.537,134.362,115.802,119.0,128.663,128.902,116.27,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.43,112.597,119.517,137.232,118.369,119.746,129.365,125.824,119.692,119.149,117.045,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8,122.614,122.6,113.097,117.193,157.24,127.162,106.725,138.401,165.298,122.89,135.333,121.96,269.08,116.211,129.619,118.02,132.4,108.557,154.5,114.768,125.6,128.0,168.0,115.911,111.177,113.098,113.59,117.974,131.86,123.8,122.617,125.53,126.763,131.099,120.13,118.12,118.88,121.3,129.999,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1,114.801,107.45,109.8,115.81,128.721,142.597,118.58,114.9,106.027,149.2,185.0,124.12,111.28,109.85,127.8,115.798,100.82,120.59,125.788,115.784,115.126,113.35,112.75,130.543,125.222,111.641,117.261,171.449,115.065,111.981,116.801,123.89,127.512,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,109.458,101.908,120.66,132.776,103.994,109.349,107.419,135.644,102.216,124.095,120.606,111.046,123.4,118.866,136.6,111.396,,
2022-10-28,104.562,139.519,132.6,114.096,124.678,108.233,119.215,126.919,119.642,112.324,124.071,,,,,,,,142.901,113.501,127.541,124.059,129.479,116.217,,,,,,,,,,,,,,103.061,129.908,107.046,105.0,109.194,117.902,117.646,135.029,103.146,124.1,107.231,99.217,110.307,127.031,114.63,,,,104.561,116.556,97.761,117.366,114.209,111.606,179.656,113.414,108.509,111.14,107.511,112.626,120.213,109.122,140.769,118.092,113.416,114.748,112.917,111.47,171.499,126.505,122.813,126.745,112.181,115.47,128.798,123.419,113.5,125.801,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.33,111.212,116.243,127.663,115.208,117.906,125.448,133.987,116.433,117.213,114.593,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5,120.2,121.599,113.95,114.788,141.504,124.95,106.09,129.3,156.6,119.4,132.8,122.0,254.999,115.5,123.004,116.45,132.1,107.5,163.6,109.0,124.897,126.1,168.655,113.93,110.945,111.201,110.49,116.32,123.175,118.95,118.247,120.0,123.0,129.59,120.1,113.2,115.997,122.371,121.15,117.988,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,113.9,105.273,106.55,113.693,123.6,129.93,114.284,108.58,105.55,147.5,191.2,118.5,109.9,108.498,121.699,114.526,98.862,116.001,126.5,114.08,112.003,109.295,110.79,122.86,122.4,108.4,113.95,173.319,115.565,108.501,113.0,128.0,124.42,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,108.13,101.088,118.6,129.549,100.5,108.353,106.249,130.6,101.473,126.2,119.375,110.875,121.599,118.396,130.6,109.566,,
2022-11-04,103.998,148.873,139.227,116.956,129.16,112.024,123.882,132.216,122.001,115.505,142.674,,,,,,,,148.559,115.325,137.276,128.475,144.326,117.448,,,,,,,,,,,,,,103.772,136.282,107.198,105.53,110.866,123.558,120.694,137.392,103.165,128.022,107.304,99.692,112.314,133.622,115.101,,,,105.46,120.63,98.313,119.991,115.247,114.762,187.361,115.662,109.244,112.554,108.336,120.39,128.122,111.513,146.808,123.575,115.146,119.888,121.999,113.749,148.787,134.008,124.669,134.988,114.125,118.118,135.131,127.185,116.945,129.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.903,113.951,123.896,132.659,118.383,121.409,131.765,145.164,122.404,120.87,117.347,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.2,122.7,124.35,117.678,116.496,149.3,127.35,107.14,138.438,175.71,128.78,136.204,128.901,272.36,116.19,127.12,121.703,138.48,108.349,167.875,111.07,124.932,132.94,183.0,115.59,112.55,112.766,112.258,119.93,130.911,124.372,118.157,125.057,127.7,132.0,125.221,118.127,118.5,125.39,128.4,120.286,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.381,114.8,106.641,107.7,116.75,126.4,140.5,118.04,111.0,106.649,166.0,197.0,124.5,112.29,111.089,124.389,122.593,98.108,118.195,129.4,116.099,115.09,111.047,111.74,127.614,126.8,111.138,117.07,174.3,124.3,111.5,117.49,138.2,161.58,137.044,,,,,,,,,,,,,,,,,,,,,,,,,,,110.229,101.701,123.685,127.66,101.179,108.6,108.2,138.86,101.6,128.0,122.61,113.9,127.4,120.5,139.734,111.677,,
2022-11-11,104.364,142.61,138.808,117.108,129.666,110.938,123.729,131.03,122.542,116.929,141.074,,,,,,,,150.052,115.11,139.05,127.692,131.617,117.073,100.0,,,,,,,,,,,,,103.513,135.892,106.922,106.975,112.459,123.655,120.086,138.81,103.783,124.591,107.503,99.462,113.477,131.085,116.089,,,,105.895,121.031,98.203,119.789,115.8,113.866,206.067,114.546,109.445,113.898,107.558,120.601,129.62,110.165,144.319,125.488,114.433,120.254,124.106,113.34,142.899,135.518,122.966,134.139,118.256,118.501,134.632,129.775,118.549,126.076,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.516,113.582,122.025,129.367,116.0,121.966,130.339,143.062,120.662,120.855,119.079,131.05,128.072,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.45,120.41,123.915,119.7,118.06,142.261,127.61,106.968,141.675,175.813,125.67,132.999,128.5,266.113,115.999,125.2,123.656,136.37,109.09,162.0,111.4,137.5,131.5,150.099,116.4,111.777,113.12,112.92,120.8,128.979,125.985,117.936,123.75,127.201,131.974,120.959,119.799,117.498,126.65,128.401,122.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,115.45,106.937,108.1,116.388,128.72,137.997,118.69,112.003,106.435,156.762,185.75,123.745,112.62,114.7,123.0,120.858,98.342,117.252,128.99,116.868,116.325,116.0,112.199,129.59,129.811,112.286,117.488,163.3,119.903,112.287,119.4,139.0,147.4,131.77,,,,,,,,,,,,,,,,,,,,,,,,,,,114.65,101.492,124.9,127.779,101.06,107.992,108.82,151.648,101.5,129.38,122.7,112.25,127.7,119.6,138.0,112.1,,
2022-11-18,103.7,135.401,133.301,114.492,126.124,110.927,120.564,125.606,115.805,114.111,131.094,,,,,,,,141.091,115.667,133.493,123.872,132.724,118.72,100.0,100.0,,,,,,,,,,,,102.501,131.571,105.9,105.325,106.953,118.206,116.712,128.736,102.551,120.91,105.67,98.589,110.664,125.974,112.784,,,,103.95,116.906,96.385,118.309,117.697,114.867,192.671,114.151,108.134,112.675,106.478,117.706,124.015,109.005,136.203,117.796,112.221,117.007,119.157,112.649,141.127,137.153,119.632,140.032,114.446,115.598,129.226,127.109,113.75,123.678,122.558,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.5,112.223,115.278,127.047,114.279,117.841,127.229,135.219,123.676,118.902,120.439,123.801,123.19,118.449,125.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.64,118.017,120.999,117.262,118.338,134.631,126.118,105.549,134.291,161.28,120.397,128.06,123.7,253.9,113.93,119.085,118.65,133.8,106.725,148.9,110.9,137.499,130.313,134.688,114.9,110.199,111.868,111.82,117.952,122.827,124.643,115.35,118.087,122.1,126.6,127.237,116.7,113.5,122.937,122.0,118.168,121.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.4,113.2,104.405,107.35,113.77,122.915,126.18,113.504,108.2,104.07,141.698,166.042,117.2,111.065,111.602,118.52,119.212,97.7,114.136,126.65,112.45,112.0,112.4,109.4,126.76,121.965,108.29,115.0,158.3,113.3,108.307,115.0,134.5,148.999,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.921,100.45,120.453,123.6,103.626,107.081,106.676,144.934,100.35,126.404,119.0,112.7,126.259,117.213,130.25,110.101,,
2022-11-25,103.856,135.743,132.581,112.888,128.715,110.881,121.778,125.3,115.514,114.355,129.419,,,,,,,,151.626,115.7,131.141,125.383,131.77,119.981,100.0,100.0,,,,,,,,,,,,102.848,132.472,106.07,105.463,107.412,119.18,116.271,128.736,103.502,120.813,105.286,98.863,111.62,126.798,116.398,,,,104.687,116.985,96.508,117.912,116.826,112.756,190.666,113.173,107.677,113.782,106.502,120.29,126.615,108.504,137.887,121.499,111.613,117.737,117.513,111.4,137.596,136.634,118.697,151.675,115.226,116.4,130.038,127.787,114.603,123.2,123.871,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.187,110.872,116.128,124.891,112.5,118.266,125.828,133.77,126.091,118.492,118.687,125.111,123.902,124.051,126.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,116.51,120.011,117.298,117.555,134.72,126.881,104.585,133.867,176.103,119.3,127.003,125.817,268.4,114.3,120.499,118.503,133.52,106.212,151.0,109.809,149.8,128.18,137.497,115.8,109.718,111.303,111.45,118.443,123.158,121.648,112.68,121.8,122.96,127.3,120.181,119.0,113.7,118.95,124.47,119.013,120.99,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.14,114.141,104.63,109.5,113.208,123.299,134.332,113.3,109.3,104.8,143.248,167.899,117.36,106.8,111.8,118.05,117.386,97.859,113.883,127.68,113.31,113.406,116.5,110.499,126.452,121.202,110.013,114.639,165.651,113.55,109.7,113.2,134.894,149.6,132.497,,,,,,,,,,,,,,,,,,,,,,,,,,,113.888,100.827,120.086,123.074,103.146,108.2,106.39,143.815,101.5,127.598,119.28,110.891,126.08,116.855,129.3,109.52,,
2022-12-02,104.536,141.064,135.824,114.502,127.44,111.7,124.541,126.803,116.51,116.303,136.7,,,,,,,,152.159,117.5,138.531,127.055,138.59,124.437,129.802,100.0,,,,,,,,,,,,102.839,137.251,105.856,106.828,108.587,124.985,121.206,131.884,105.5,123.77,105.827,99.121,112.148,125.556,116.26,,,,105.185,119.458,97.877,119.639,121.837,113.644,207.555,113.678,108.416,119.83,107.185,126.749,129.378,109.149,140.287,125.102,115.611,119.804,120.998,111.077,141.388,135.785,122.709,162.119,118.049,117.33,137.075,129.353,116.32,124.449,123.516,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.614,112.506,119.027,128.985,116.23,119.498,127.013,136.505,126.501,121.537,121.284,126.365,126.152,125.126,126.851,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.28,120.15,121.93,130.13,118.3,141.6,127.5,105.576,135.728,183.2,121.537,129.19,128.081,272.0,115.222,126.198,121.154,135.2,107.9,153.2,110.861,166.457,128.0,142.999,116.0,110.9,112.483,113.061,120.32,127.387,123.67,114.505,123.025,125.843,128.348,128.5,120.2,115.539,124.5,125.92,122.5,123.4,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.979,113.442,105.065,110.38,115.074,126.289,136.5,116.2,110.8,106.7,152.652,167.84,119.8,107.88,113.98,123.7,124.883,99.515,116.4,129.54,115.089,114.764,118.295,111.6,131.655,126.331,111.36,122.6,166.4,119.48,111.899,116.0,134.99,149.197,132.3,,,,,,,,,,,,,,,,,,,,,,,,,,,114.779,102.566,121.102,125.401,103.935,108.38,109.001,145.111,101.122,127.481,121.94,111.57,130.635,117.46,132.215,113.908,,
2022-12-09,105.547,138.077,137.879,114.407,126.503,111.743,124.077,125.822,115.18,116.501,132.402,,,,,,,,144.001,117.236,135.541,125.723,135.676,123.024,129.9,128.4,,,,,,,,,,,,102.312,134.165,105.075,107.977,108.126,123.333,120.392,129.717,105.0,121.13,105.7,98.074,112.5,123.217,115.747,,,,104.162,118.882,97.417,119.283,121.127,114.751,233.545,113.51,108.191,121.694,107.527,121.702,127.958,110.001,135.111,121.611,115.398,119.192,119.889,110.917,139.037,132.858,120.379,159.772,118.446,116.09,134.171,130.982,116.083,126.569,122.83,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.271,112.102,115.616,126.09,115.537,118.729,124.962,130.33,125.502,119.856,120.134,124.736,124.447,123.537,123.84,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6,118.4,123.18,133.199,118.2,137.715,128.001,104.6,140.4,172.666,121.4,129.444,125.621,255.798,116.82,122.98,118.811,131.844,109.8,149.6,109.931,200.8,127.3,137.57,115.69,111.87,112.202,112.15,118.807,125.0,121.7,113.327,123.0,122.116,127.93,127.138,123.549,114.307,120.589,129.0,119.316,122.2,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.802,113.39,105.302,110.379,113.694,125.807,140.0,115.728,109.289,105.45,150.926,167.616,120.28,107.948,117.42,122.011,123.49,99.185,114.05,128.818,116.158,115.4,118.002,111.911,131.598,121.649,111.909,123.953,168.288,117.7,111.7,114.92,147.0,149.87,128.22,,,,,,,,,,,,,,,,,,,,,,,,,,,114.573,102.77,119.67,124.5,102.775,108.401,110.786,142.318,100.361,126.967,123.0,111.365,130.5,116.9,130.243,114.851,,
2022-12-16,103.71,133.438,134.091,113.049,123.816,110.341,122.301,121.296,110.408,112.976,131.513,,,,,,,,135.531,115.248,133.841,123.13,127.012,118.77,125.556,125.923,,,,,,,,,,,,101.47,130.135,104.886,104.431,105.472,118.021,117.088,124.7,102.696,117.651,103.673,97.289,111.044,117.204,114.512,,,,103.42,115.668,97.262,117.911,116.229,114.285,209.126,111.561,107.136,116.554,106.979,118.269,125.907,108.669,134.278,119.703,112.507,115.994,116.654,109.076,134.836,124.966,118.74,140.381,115.7,113.4,130.752,126.914,115.294,122.404,120.739,125.689,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,123.818,111.394,110.542,124.083,111.604,117.3,123.016,128.001,122.82,116.206,117.44,119.714,121.197,119.611,122.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.036,116.173,121.18,120.888,116.413,129.183,126.79,103.917,142.283,148.27,118.5,122.176,124.182,243.338,117.378,122.99,114.966,127.787,107.98,140.78,108.447,177.001,123.0,129.399,112.72,108.35,111.0,110.548,116.55,124.469,119.3,111.57,120.438,117.2,125.6,127.3,117.4,112.43,116.1,123.46,117.58,118.12,116.882,157.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.903,111.992,103.309,108.65,110.933,121.993,130.437,113.5,112.0,103.815,144.891,151.6,116.535,106.68,114.499,119.2,120.553,98.908,112.3,125.185,114.782,111.299,116.1,109.399,132.798,120.949,108.25,118.2,147.2,118.659,109.4,112.532,136.702,138.36,125.278,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,112.36,101.324,117.199,121.098,101.822,106.295,107.838,138.479,99.428,122.661,119.8,109.85,126.377,116.49,125.436,112.114,,
2022-12-23,102.195,126.336,135.002,106.636,122.0,109.042,117.036,117.776,108.811,108.444,125.324,,,,,,,,133.39,114.627,131.406,122.727,126.57,118.454,124.013,120.064,,,,,,,,,,,,100.712,125.393,104.944,103.196,103.165,114.168,115.846,121.495,101.719,112.445,101.779,96.332,106.455,113.31,111.554,,,,102.218,110.855,96.204,119.253,110.71,110.014,196.81,108.73,105.467,113.371,104.288,114.476,123.94,107.457,133.986,115.964,111.955,112.307,115.662,106.1,138.721,120.375,119.582,133.401,111.474,110.18,126.146,124.121,111.994,119.039,118.55,122.607,118.001,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,117.433,108.5,106.84,122.063,107.324,114.393,118.324,122.856,118.711,113.98,113.815,117.132,118.932,114.947,120.247,115.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.68,113.66,117.43,112.947,115.744,123.79,124.61,102.261,140.0,137.504,115.096,121.836,118.291,235.0,114.1,122.331,113.267,124.604,104.427,134.55,106.52,177.769,116.2,121.919,109.46,104.758,109.698,107.223,112.37,120.0,118.55,109.44,116.15,116.395,117.94,123.92,115.5,110.799,114.381,121.408,113.48,114.244,114.7,136.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,111.35,100.988,107.225,109.5,114.003,122.609,109.713,110.777,101.367,136.199,148.104,112.6,105.741,113.31,118.3,118.684,97.295,110.1,122.23,114.3,106.821,116.0,106.02,126.908,116.62,107.001,114.8,143.996,114.704,107.15,109.044,131.8,130.157,118.994,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,108.958,100.07,115.901,116.27,100.03,104.634,105.62,135.075,98.355,121.177,117.8,108.1,123.932,115.121,121.8,110.9,,
2022-12-30,105.041,128.411,134.506,110.531,122.481,107.72,117.908,119.19,109.13,109.462,128.593,,,,,,,,141.921,111.872,134.966,122.092,132.086,120.905,124.411,122.8,,,,,,,,,,,,100.816,128.639,105.0,108.107,103.62,121.822,114.773,124.948,101.815,114.303,102.765,97.139,108.532,116.034,112.803,,,,101.459,111.504,96.432,119.222,112.498,107.423,204.561,107.934,105.948,114.139,105.7,114.736,124.8,107.225,137.976,115.811,109.605,113.824,119.379,106.529,133.298,123.63,121.237,137.968,112.277,109.749,133.449,124.3,112.485,119.465,117.117,126.621,125.904,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,120.238,108.64,104.978,120.774,104.965,114.042,116.453,126.2,118.976,113.82,114.866,116.221,117.645,115.014,124.003,122.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9,115.07,119.45,111.114,114.609,127.9,123.8,102.695,140.397,140.1,117.112,125.51,120.06,238.195,114.36,124.623,113.988,126.434,106.379,140.982,105.0,204.5,119.011,130.195,109.62,105.109,109.452,109.25,110.0,121.345,118.1,108.91,124.446,117.0,119.405,125.0,115.2,110.909,118.434,123.958,113.442,116.0,116.218,126.5,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.538,116.48,101.454,104.8,109.09,116.086,125.55,107.8,110.2,102.268,140.6,155.5,115.27,105.5,111.111,120.704,119.817,96.002,111.328,126.68,114.087,112.344,115.734,105.299,124.86,117.891,106.491,113.913,154.187,116.0,107.38,112.304,133.063,129.667,120.528,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,110.17,100.009,116.298,121.9,100.403,104.94,106.586,131.552,99.08,120.499,116.8,108.946,127.708,115.089,123.5,111.0,,
